"","DBN","school_name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","exams_per_student","high_score_percent","avg_class_size","frl_percent","total_enrollment","ell_percent","sped_percent","selfcontained_num","asian_per","black_per","hispanic_per","white_per","male_per","female_per","Total Cohort","grads_percent","dropout_percent","boro","lat","long","bn","schoolname","responder","score","response_type","question"
"624","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,87.3,500,2.6,22,41,2.8,35,60.2,2,62,38,NA,NA,NA,"Bronx",40.8149183400005,-73.8565655349997,"X367","Archimedes Academy for Math, Science and Technolog","com_p_11",15,"parent","communication"
"625","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,24,81.3,432,7.4,24.1,35,4.9,27.8,66,0.7,47,53,NA,NA,NA,"Bronx",40.8223037650004,-73.8559613899997,"X376","Antonia Pantoja Preparatory Academy, A College Boa","com_p_11",10,"parent","communication"
"626","08X377","BRONX COMMUNITY HIGH SCHOOL",9,367,369,376,1112,2.5,NA,NA,NA,NA,NA,73.9,200,4.5,5,1,1,33,63.5,1,50.5,49.5,79,12.7,24.1,NA,NA,NA,"X377","Bronx Community High School","com_p_11",28,"parent","communication"
"627","08X405","HERBERT H. LEHMAN HIGH SCHOOL",415,412,436,393,1241,430,532,197,1.23720930232558,37.0300751879699,27,66.8,3593,9.2,20.9,347,6.8,23,60.6,9,61.1,38.9,1092,44.6,21.2,"Bronx",40.8405139770004,-73.8381209599996,"X405","Herbert H. Lehman High School","com_p_11",10,"parent","communication"
"628","08X408","HERBERT H. LEHMAN YABC",6,402,373,413,1188,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X408","Herbert H. Lehman Yabc","com_p_11",22,"parent","communication"
"629","08X432","BRONX BRIDGES HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,19,87.2,155,79.4,7.7,3,5.2,8.4,83.2,2.6,52.3,47.7,NA,NA,NA,"Bronx",40.8223037650004,-73.8559613899997,"X432","BRONX BRIDGES HIGH SCHOOL","com_p_11",26,"parent","communication"
"630","08X452","BRONX GUILD",39,369,371,365,1105,2.5,NA,NA,NA,NA,NA,69.2,305,7.2,23,14,3.9,33.8,61.3,0.7,49.5,50.5,64,62.5,6.3,"Bronx",40.8223037650004,-73.8559613899997,"X452","Bronx Guild","com_p_11",20,"parent","communication"
"631","08X507","STEVENSON YABC",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X507","Stevenson Yabc","com_p_11",22,"parent","communication"
"632","08X519","FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,1099,2.5,NA,NA,NA,NA,24,72.3,363,14,20.9,32,1.4,21.8,76,0.6,43,57,99,52.5,17.2,"Bronx",40.8211707700004,-73.8811363459997,"X519","Felisa Rincon de Gautier Institute for Law and Pub","com_p_11",23,"parent","communication"
"633","08X530","BANANA KELLY HIGH SCHOOL",54,373,381,377,1131,2.5,NA,NA,NA,NA,25,81.9,451,13.5,25.7,33,0.7,32.6,65.4,1.1,49.9,50.1,108,41.7,23.1,"Bronx",40.8174394460004,-73.8980492059997,"X530","Banana Kelly High School","com_p_11",28,"parent","communication"
"634","08X537","BRONX ARENA HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"com_p_11",NA,"parent","communication"
"635","08X540","SCHOOL FOR COMMUNITY RESEARCH AND LEARNING",16,366,400,368,1134,9,9,NA,1,NA,18,83.8,191,11,28.3,26,4.7,28.8,64.9,1,57.1,42.9,89,49.4,15.7,NA,NA,NA,"X540","School for Community Research and Learning","com_p_11",11,"parent","communication"
"636","08X560","HIGH SCHOOL X560 s BRONX ACADEMY HIGH SCHOOL",9,404,368,399,1171,2.5,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,19.9,17,NA,NA,NA,"X560","High School X560 - Bronx Academy High School","com_p_11",30,"parent","communication"
"637","08X650","JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS",78,377,359,376,1112,44,69,8,1.56818181818182,11.5942028985507,24,85.7,717,11.2,22.2,69,1.5,36.8,60.8,0.3,28.3,71.7,419,43,25.8,NA,NA,NA,"X650","Jane Addams High School for Academic Careers","com_p_11",10,"parent","communication"
"638","09X227","BRONX EXPEDITIONARY LEARNING HIGH SCHOOL",39,324,376,349,1049,2.5,NA,NA,NA,NA,23,83.9,355,29.3,21.1,28,1.1,27.9,69.3,0.8,50.1,49.9,96,57.3,8.3,"Bronx",40.8403733980004,-73.9108380079996,"X227","Bronx Expeditionary Learning High School","com_p_11",23,"parent","communication"
"639","09X231","EAGLE ACADEMY FOR YOUNG MEN",78,373,387,374,1134,32,44,11,1.375,25,25,60.4,550,4,24.2,33,0.7,63.1,33.8,0.5,100,0,100,63,4,"Bronx",40.8451853270004,-73.8969806679996,"X231","Eagle Academy for Young Men","com_p_11",22,"parent","communication"
"640","09X239","URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",33,372,355,357,1084,9,9,NA,1,NA,21,50.2,141,19.9,27.7,20,0.7,56.7,40.4,0.7,100,0,74,41.9,24.3,NA,NA,NA,"X239","Urban Assembly Academy for History and Citizenship","com_p_11",24,"parent","communication"
"641","09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,1290,16,16,NA,1,NA,22,79.5,606,9.4,14.7,12,2.6,32,63.4,1.5,49.3,50.7,NA,NA,NA,"Bronx",40.8393271260004,-73.9013097899996,"X241","Urban Assembly School for Applied Math and Science","com_p_11",20,"parent","communication"
"642","09X250","EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL",50,393,394,382,1169,90,146,11,1.62222222222222,7.53424657534247,25,62.9,356,8.1,18.8,14,0.6,40.7,58.1,0.3,46.6,53.4,60,60,5,"Bronx",40.8337385590005,-73.9024482449997,"X250","Eximius College Preparatory Academy: A College Boa","com_p_11",16,"parent","communication"
"643","09X252","MOTT HALL BRONX HIGH SCHOOL",67,369,367,356,1092,2.5,NA,NA,NA,NA,28,58.9,354,8.8,15.5,28,1.1,24.3,73.7,0.8,45.8,54,107,77.6,1.9,"Bronx",40.8393271260004,-73.9013097899996,"X252","Mott Hall Bronx High School","com_p_11",27,"parent","communication"
"644","09X260","BRONX CENTER FOR SCIENCE AND MATHEMATICS",81,459,480,457,1396,62,80,35,1.29032258064516,43.75,23,70,444,1.6,14,14,5.9,24.3,68.7,1.1,46.2,53.8,100,88,4,"Bronx",40.8337385590005,-73.9024482449997,"X260","Bronx Center for Science and Mathematics","com_p_11",22,"parent","communication"
"645","09X263","VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL",74,356,363,356,1075,7,7,NA,1,NA,26,76.1,365,12.1,16.2,18,1.1,34.2,63.8,0.3,44.1,55.9,120,75,11.7,"Bronx",40.8393271260004,-73.9013097899996,"X263","Validus Preparatory Academy: An Expeditionary Lear","com_p_11",20,"parent","communication"
"646","09X276","LEADERSHIP INSTITUTE",30,361,353,367,1081,17,17,7,1,41.1764705882353,22,94.8,230,16.5,16.1,24,1.7,33,63.5,1.3,52.2,47.8,67,53.7,20.9,"Bronx",40.841270878,-73.8979786769996,"X276","Leadership Institute","com_p_11",25,"parent","communication"
"647","09X297","MORRIS ACADEMY FOR COLLABORATIVE STUDIES",38,386,386,376,1148,2.5,NA,NA,NA,NA,23,79.1,450,19.1,22.4,19,0.4,26,73.1,0.4,53.8,46.2,99,67.7,15.2,"Bronx",40.827602669,-73.9044752569997,"X297","Morris Academy for Collaborative Studies","com_p_11",22,"parent","communication"
"648","09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,28,79.4,493,11,16.2,21,3,32,64.5,0.2,48.5,51.5,NA,NA,NA,"Bronx",40.8287141800005,-73.9177557019996,"X324","Bronx Early College Academy for Teaching & Learnin","com_p_11",25,"parent","communication"
"649","09X329","DREAMYARD PREPARATORY SCHOOL",51,382,365,391,1138,15,15,NA,1,NA,23,80,349,24.4,19.5,38,0,26.9,69.9,0.3,44.1,55.9,93,43,16.1,"Bronx",40.8403733980004,-73.9108380079996,"X329","DreamYard Preparatory School","com_p_11",22,"parent","communication"
"650","09X365","ACADEMY FOR LANGUAGE AND TECHNOLOGY",54,315,339,297,951,20,20,20,1,100,24,85.7,336,86.6,0.9,0,0,0.6,99.4,0,48.8,51.2,NA,NA,NA,"Bronx",40.8491021680004,-73.9160884409997,"X365","Academy for Language and Technology","com_p_11",29,"parent","communication"
"651","09X403","BRONX INTERNATIONAL HIGH SCHOOL",49,314,312,339,965,2.5,NA,NA,NA,NA,16,82.3,403,87.1,1.2,1,1,22.8,72.2,3.7,45.7,54.3,88,65.9,4.5,"Bronx",40.827602669,-73.9044752569997,"X403","Bronx International High School","com_p_11",26,"parent","communication"
"652","09X404","SCHOOL FOR EXCELLENCE",32,363,360,351,1074,2.5,NA,NA,NA,NA,24,81.4,386,20.7,26.2,35,0.3,34.5,64.5,0,52.3,47.7,108,54.6,9.3,"Bronx",40.827602669,-73.9044752569997,"X404","School for Excellence","com_p_11",19,"parent","communication"
"653","09X412","BRONX HIGH SCHOOL OF BUSINESS",34,356,376,351,1083,26,31,9,1.19230769230769,29.0322580645161,23,77.6,401,23.2,23.2,53,0.7,38.7,59.9,0.5,54.9,45.1,110,49.1,16.4,"Bronx",40.8403733980004,-73.9108380079996,"X412","Bronx High School of Business","com_p_11",19,"parent","communication"
"654","09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",64,400,419,402,1221,2.5,NA,NA,NA,NA,26,76.9,455,5.7,8.6,21,5.3,36.7,57.8,0.2,42.2,57.8,103,83.5,1,"Bronx",40.8403733980004,-73.9108380079996,"X413","Bronx High School for Medical Science","com_p_11",23,"parent","communication"
"655","09X414","JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",35,379,364,379,1122,18,18,NA,1,NA,25,77.7,382,38.5,20.9,47,0.5,22.3,75.4,1.6,53.4,46.6,123,45.5,4.1,NA,NA,NA,"X414","Jonathan Levin High School for Media and Communica","com_p_11",25,"parent","communication"
"656","09X505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402,1224,45,55,27,1.22222222222222,49.0909090909091,28,66.2,763,6.6,14,45,2,30.4,66.2,1,45.9,54.1,122,77,4.1,"Bronx",40.8275893670005,-73.9186681599996,"X505","Bronx School for Law, Government and Justice","com_p_11",20,"parent","communication"
"657","09X517","FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL",50,368,384,369,1121,26,36,NA,1.38461538461538,NA,23,79.7,532,6.4,17.7,35,1.1,56.2,41.4,0.4,51.5,48.5,87,78.2,1.1,"Bronx",40.8341672500004,-73.9040329479997,"X517","Frederick Douglass Academy III Secondary School","com_p_11",23,"parent","communication"
"658","09X525","BRONX LEADERSHIP ACADEMY HIGH SCHOOL",114,384,394,388,1166,40,42,8,1.05,19.047619047619,27,76.9,705,9.6,20.3,69,0.7,41.1,57,0,43.3,56.7,178,68.5,18.5,"Bronx",40.8435811950004,-73.9032200379996,"X525","Bronx Leadership Academy High School","com_p_11",21,"parent","communication"
"659","09X543","HIGH SCHOOL FOR VIOLIN AND DANCE",27,353,315,371,1039,2.5,NA,NA,NA,NA,22,84.3,323,8.7,22.3,16,0.3,36.8,62.5,0,14.6,85.4,47,78.7,4.3,"Bronx",40.827602669,-73.9044752569997,"X543","High School for Violin and Dance","com_p_11",22,"parent","communication"
"660","10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)",113,438,455,440,1333,133,184,119,1.38345864661654,64.6739130434783,27,39.7,1337,6.7,15.2,65,8.8,13,53,24.9,51.8,48.2,135,86.7,3.7,"Bronx",40.8883728490004,-73.9140932039996,"X141","Riverdale / Kingsbridge Academy (Middle School / H","com_p_11",11,"parent","communication"
"661","10X213","BRONX ENGINEERING AND TECHNOLOGY ACADEMY",86,373,412,365,1150,107,228,10,2.13084112149533,4.3859649122807,22,79.8,444,15.5,21.4,4,5.2,29.5,64.2,0.9,82.7,17.3,73,75.3,5.5,"Bronx",40.8770494430004,-73.9123365989997,"X213","Bronx Engineering and Technology Academy","com_p_11",19,"parent","communication"
"662","10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",59,405,391,394,1190,17,27,NA,1.58823529411765,NA,25,67.4,524,4.4,18.9,3,1.1,27.3,69.7,1.1,30.9,69.1,62,93.5,1.6,"Bronx",40.8546465990004,-73.8966455529996,"X225","Theatre Arts Production Company School","com_p_11",21,"parent","communication"
"663","10X237","THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",79,382,393,382,1157,15,15,NA,1,NA,26,71.5,540,6.7,15.6,19,1.5,35.6,57.4,3.3,16.5,83.5,67,73.1,4.5,"Bronx",40.8759754490005,-73.9012348919996,"X237","The Marie Curie School for Medicine, Nursing, and","com_p_11",19,"parent","communication"
"664","10X243","WEST BRONX ACADEMY FOR THE FUTURE",26,382,406,370,1158,25,29,14,1.16,48.2758620689655,25,86.3,636,13.2,19.5,15,3.5,24.7,69.5,1.3,57.9,42.1,72,48.6,16.7,"Bronx",40.8600122210004,-73.8882296039997,"X243","West Bronx Academy for the Future","com_p_11",17,"parent","communication"
"665","10X268","KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",52,304,356,302,962,32,37,NA,1.15625,NA,30,95.1,497,88.7,0.4,0,6.8,5.4,84.7,3,52.3,47.7,118,56.8,11,"Bronx",40.8703774670004,-73.8981629519997,"X268","Kingsbridge International High School","com_p_11",22,"parent","communication"
"666","10X284","BRONX SCHOOL OF LAW AND FINANCE",54,402,395,385,1182,21,27,NA,1.28571428571429,NA,23,74.2,422,7.1,15.2,21,0.7,31.5,65.2,2.6,56.6,43.4,99,58.6,19.2,"Bronx",40.8770494430004,-73.9123365989997,"X284","Bronx School of Law and Finance","com_p_11",17,"parent","communication"
"667","10X319","PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,17,81.8,213,5.2,16.4,1,0,37.6,61.5,0.5,40.4,59.6,113,21.2,21.2,NA,NA,NA,"X319","Providing Urban Learners Success In Education High","com_p_11",11,"parent","communication"
"668","10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",49,300,333,301,934,55,73,45,1.32727272727273,61.6438356164384,24,78.3,606,79.9,4.6,3,0.2,0,99.8,0,49,51,83,59,12,"Bronx",40.8703774670004,-73.8981629519997,"X342","International School for Liberal Arts","com_p_11",26,"parent","communication"
"669","10X368","INsTECH ACADEMY (M.S. / HIGH SCHOOL 368)",111,390,408,383,1181,40,54,17,1.35,31.4814814814815,26,77.9,1126,12.1,14.3,36,4,11.9,81.9,2,48.9,51.1,115,62.6,12.2,"Bronx",40.8800500930004,-73.9092090479996,"X368","In-Tech Academy (M.S. / High School 368)","com_p_11",19,"parent","communication"
"670","10X374","KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA)",61,392,401,387,1180,2.5,NA,NA,NA,NA,23,75.3,324,9.3,11.1,3,0.9,35.2,59.9,3.1,47.2,52.8,2,NA,NA,"Bronx",40.8600122210004,-73.8882296039997,"X374","Knowledge and Power Preparatory Academy Internatio","com_p_11",28,"parent","communication"
"671","10X397","ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS)",38,343,356,330,1029,2.5,NA,NA,NA,NA,18,92.8,316,80.4,0,NA,7,16.5,72.5,1.9,55.7,44.3,3,NA,NA,NA,NA,NA,"X397","English Language Learners and International Suppor","com_p_11",22,"parent","communication"
"672","10X433","HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS",57,370,371,365,1106,62,83,13,1.33870967741935,15.6626506024096,21,88.1,473,17.8,20.1,44,2.5,25.2,70.4,1.9,42.3,57.7,134,65.7,22.4,"Bronx",40.8703774670004,-73.8981629519997,"X433","High School for Teaching and the Professions","com_p_11",23,"parent","communication"
"673","10X434","BELMONT PREPARATORY HIGH SCHOOL",51,404,418,400,1222,31,45,10,1.45161290322581,22.2222222222222,22,76.8,407,11.3,15.7,43,3.2,29,65.6,1.7,47.2,52.8,96,63.5,11.5,"Bronx",40.8600122210004,-73.8882296039997,"X434","Belmont Preparatory High School","com_p_11",12,"parent","communication"
"674","10X437","FORDHAM HIGH SCHOOL FOR THE ARTS",48,355,350,372,1077,2.5,NA,NA,NA,NA,23,78.3,387,12.4,22.5,41,1.6,35.7,61.5,1.3,43.2,56.8,82,73.2,7.3,"Bronx",40.8600122210004,-73.8882296039997,"X437","Fordham High School for the Arts","com_p_11",28,"parent","communication"
"675","10X438","FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY",63,367,385,367,1119,42,47,12,1.11904761904762,25.531914893617,21,78.9,451,16.6,20.6,46,2.7,27.7,67.8,1.3,63.4,36.6,144,51.4,16,"Bronx",40.8600122210004,-73.8882296039997,"X438","Fordham Leadership Academy for Business and Techno","com_p_11",17,"parent","communication"
"676","10X439","BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE",65,366,364,352,1082,44,65,9,1.47727272727273,13.8461538461538,22,80.2,432,13.4,20.8,33,2.3,30.8,64.6,0.9,44.4,55.6,115,40,12.2,"Bronx",40.8600122210004,-73.8882296039997,"X439","Bronx High School for Law and Community Service","com_p_11",19,"parent","communication"
"677","10X440","DEWITT CLINTON HIGH SCHOOL",443,419,426,410,1255,366,540,262,1.47540983606557,48.5185185185185,26,74.8,4159,19,14.9,352,6.7,30.8,59.6,2.1,51.1,48.9,1013,56.5,17.5,"Bronx",40.8800818400004,-73.8859015329996,"X440","DeWitt Clinton High School","com_p_11",7,"parent","communication"
"678","10X442","CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",52,423,420,427,1270,31,35,8,1.12903225806452,22.8571428571429,23,74.7,423,3.5,7.8,2,0.5,27.2,69.5,2.4,40.7,59.3,82,74.4,7.3,"Bronx",40.8703774670004,-73.8981629519997,"X442","Celia Cruz Bronx High School of Music, The","com_p_11",21,"parent","communication"
"679","10X445","BRONX HIGH SCHOOL OF SCIENCE",731,632,688,649,1969,1190,2435,2189,2.04621848739496,89.8973305954825,31,34.2,3013,0.1,0.1,0,63.5,3.5,7.2,25.4,57.8,42.2,668,98.4,0,"Bronx",40.8770563680004,-73.8897803509997,"X445","Bronx High School of Science","com_p_11",21,"parent","communication"
"680","10X475","JOHN F. KENNEDY HIGH SCHOOL",109,351,362,339,1052,46,48,19,1.04347826086957,39.5833333333333,25,77.8,706,23.8,20.8,57,0.7,35.1,62.7,1.4,68.3,31.7,502,35.7,29.3,NA,NA,NA,"X475","John F. Kennedy High School","com_p_11",12,"parent","communication"
"681","10X477","MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES",99,414,435,414,1263,83,141,37,1.69879518072289,26.241134751773,23,83.9,456,32.2,6.8,0,11,23,57.9,7.5,46.7,53.3,107,88.8,0,"Bronx",40.8770494430004,-73.9123365989997,"X477","Marble Hill High School for International Studies","com_p_11",25,"parent","communication"
"682","10X478","LEARNING TO WORK GED AT JOHN F. KENNEDY",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"com_p_11",NA,"parent","communication"
"683","10X546","BRONX THEATRE HIGH SCHOOL",68,348,362,354,1064,34,34,NA,1,NA,24,73.7,445,9.4,15.1,21,0.4,28.8,69,1.8,32.1,67.9,108,51.9,18.5,"Bronx",40.8770494430004,-73.9123365989997,"X546","Bronx Theatre High School","com_p_11",36,"parent","communication"
"684","10X549","DISCOVERY HIGH SCHOOL",55,372,379,364,1115,2.5,NA,NA,NA,NA,24,80,529,20.6,17.8,53,2.1,20.2,75.6,1.3,52.4,47.6,96,64.6,13.5,"Bronx",40.8703774670004,-73.8981629519997,"X549","Discovery High School","com_p_11",23,"parent","communication"
"685","10X660","GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",73,362,382,356,1100,2.5,NA,NA,NA,NA,25,71,1162,18.8,24.1,153,1.5,30.1,67.1,0.9,40,60,362,42,27.1,NA,NA,NA,"X660","Grace Dodge Career and Technical Education High Sc","com_p_11",18,"parent","communication"
"686","10X667","GRACE DODGE YABC",10,350,356,317,1023,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X667","Grace Dodge Yabc","com_p_11",13,"parent","communication"
"687","10X696","HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE",92,636,648,636,1920,194,302,243,1.55670103092784,80.4635761589404,22,20.8,377,0,1.3,0,16.7,10.6,18,53.8,53.8,46.2,78,97.4,1.3,"Bronx",40.871255374,-73.8975162039997,"X696","High School of American Studies at Lehman College","com_p_11",24,"parent","communication"
"688","11X249","BRONX HEALTH SCIENCES HIGH SCHOOL",74,370,381,382,1133,2.5,NA,NA,NA,NA,23,73.9,377,6.1,7.4,8,4.8,56.8,36.3,0.5,35.3,64.7,58,96.6,0,"Bronx",40.8741317980004,-73.8338045129997,"X249","Bronx Health Sciences High School","com_p_11",22,"parent","communication"
"689","11X253","BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS",46,400,357,390,1147,28,30,NA,1.07142857142857,NA,24,72.4,422,8.5,14.5,23,2.4,48.3,47.6,1.7,40.8,59.2,118,66.9,11.9,"Bronx",40.8757542110004,-73.8613878339996,"X253","Bronx High School for Writing and Communication Ar","com_p_11",19,"parent","communication"
"690","11X265","BRONX LAB SCHOOL",81,377,391,367,1135,2.5,NA,NA,NA,NA,22,75.5,482,3.7,15.8,14,2.7,37.8,57.3,1.7,59.5,40.5,94,62.8,7.4,"Bronx",40.8757542110004,-73.8613878339996,"X265","Bronx Lab School","com_p_11",19,"parent","communication"
"691","11X270","ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL",56,386,394,361,1141,24,24,NA,1,NA,28,63.7,606,6.3,18.5,45,2.5,63.7,32,0.7,52,48,65,66.2,3.1,"Bronx",40.8879192140005,-73.8528716139996,"X270","Academy for Scholarship and Entrepreneurship: A Co","com_p_11",17,"parent","communication"
"692","11X275","HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY",72,381,376,354,1111,2.5,NA,NA,NA,NA,28,71.8,550,10.2,20.2,8,3.6,34.9,59.5,1.3,87.3,12.7,90,82.2,3.3,"Bronx",40.8757542110004,-73.8613878339996,"X275","High School of Computers and Technology","com_p_11",31,"parent","communication"
"693","11X288","COLLEGIATE INSTITUTE FOR MATH AND SCIENCE",97,444,471,433,1348,79,111,33,1.40506329113924,29.7297297297297,24,67.9,543,3.3,14,18,9.2,36.8,46.8,7,57.1,42.9,121,74.4,15.7,"Bronx",40.8596983160004,-73.8607414039997,"X288","Collegiate Institute for Math and Science","com_p_11",26,"parent","communication"
"694","11X290","BRONX ACADEMY OF HEALTH CAREERS",69,387,365,383,1135,2.5,NA,NA,NA,NA,27,70.8,483,7.7,19,33,3.3,52.6,41.2,1,32.7,67.3,99,62.6,18.2,"Bronx",40.8757542110004,-73.8613878339996,"X290","Bronx Academy of Health Careers","com_p_11",14,"parent","communication"
"695","11X299","ASTOR COLLEGIATE ACADEMY",60,387,391,391,1169,36,48,12,1.33333333333333,25,24,64.4,498,7.6,21.7,23,5.4,35.7,46,11.8,58.6,41.4,111,64.9,9,"Bronx",40.8596983160004,-73.8607414039997,"X299","Astor Collegiate Academy","com_p_11",20,"parent","communication"
"696","11X415","CHRISTOPHER COLUMBUS HIGH SCHOOL",121,367,361,353,1081,34,34,6,1,17.6470588235294,27,59.2,727,18.3,24.1,88,5.8,34.9,46.5,12.7,55.2,44.8,382,41.6,13.6,NA,NA,NA,"X415","Christopher Columbus High School","com_p_11",25,"parent","communication"
"697","11X417","YOUNG ADULT BOROUGH CNTR CHRISTOPHER COLUMBUS HS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X417","C Columbus Hs Yabc","com_p_11",35,"parent","communication"
"698","11X418","BRONX HIGH SCHOOL FOR THE VISUAL ARTS",48,419,433,416,1268,26,41,9,1.57692307692308,21.9512195121951,27,68.7,483,5.2,20.9,26,1.9,29.2,62.3,6.4,58,42,95,62.1,15.8,"Bronx",40.8514334850005,-73.8650179589997,"X418","Bronx High School for the Visual Arts","com_p_11",17,"parent","communication"
"699","11X455","HARRY S TRUMAN HIGH SCHOOL",189,386,397,368,1151,103,135,27,1.31067961165049,20,29,50.6,1773,9.2,25.1,258,2,51.8,43.8,1.3,60,40,565,59.8,13.8,"Bronx",40.8741317980004,-73.8338045129997,"X455","Harry S Truman High School","com_p_11",12,"parent","communication"
"700","11X456","LEARNING TO WORK YABC AT TRUMAN HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X456","Learning To Work Yabc At Truman High School","com_p_11",36,"parent","communication"
"701","11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,12,12,NA,1,NA,22,79.5,402,80.1,1.5,0,12.4,13.2,70.4,3.2,50,50,62,74.2,3.2,"Bronx",40.8879192140005,-73.8528716139996,"X513","New World High School","com_p_11",19,"parent","communication"
"702","11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,2.5,NA,NA,NA,NA,23,66.7,416,7,20.9,42,1.9,58.2,37.3,1,61.3,38.7,66,50,15.2,"Bronx",40.8879192140005,-73.8528716139996,"X514","The Bronxwood Preparatory Academy","com_p_11",23,"parent","communication"
